,file,format,type,num_seqs,sum_len,min_len,avg_len,max_len,long_short,accession,layout,reverse,genus_species,phenotype
1112,ERR1407280_2.fastq,FASTQ,DNA,1205888,242588390,35,201.2,301,short,ERR1407280,paired,NaN,escherichia_coli,Susceptible
1113,ERR1447948.fastq,FASTQ,DNA,163477,576566159,130,3526.9,38612,long,ERR1447948,single,NaN,neisseria_gonorrhoeae,Resistant
1114,ERR1448254_1.fastq,FASTQ,DNA,322419,71425967,35,221.5,301,short,ERR1448254,paired,2,neisseria_gonorrhoeae,Susceptible
1115,ERR1448254_2.fastq,FASTQ,DNA,322419,72850111,35,225.9,301,short,ERR1448254,paired,NaN,neisseria_gonorrhoeae,Susceptible
1116,ERR1877610_1.fastq,FASTQ,DNA,2358196,353669192,30,150.0,151,short,ERR1877610,paired,2,salmonella_enterica,Resistant
1117,ERR1877610_2.fastq,FASTQ,DNA,2358196,353697439,30,150.0,151,short,ERR1877610,paired,NaN,salmonella_enterica,Resistant
1118,ERR1877999_1.fastq,FASTQ,DNA,1636953,245842256,30,150.2,151,short,ERR1877999,paired,2,salmonella_enterica,Resistant
1119,ERR1877999_2.fastq,FASTQ,DNA,1636953,245789402,30,150.2,151,short,ERR1877999,paired,NaN,salmonella_enterica,Resistant
1120,ERR1878020_1.fastq,FASTQ,DNA,1524996,229165957,30,150.3,151,short,ERR1878020,paired,2,salmonella_enterica,Resistant
1121,ERR1878020_2.fastq,FASTQ,DNA,1524996,229120014,30,150.2,151,short,ERR1878020,paired,NaN,salmonella_enterica,Resistant
1122,ERR1878055_1.fastq,FASTQ,DNA,2440454,366000075,30,150.0,151,short,ERR1878055,paired,2,salmonella_enterica,Resistant
1123,ERR1878055_2.fastq,FASTQ,DNA,2440454,366023550,30,150.0,151,short,ERR1878055,paired,NaN,salmonella_enterica,Resistant
1124,ERR1878068_1.fastq,FASTQ,DNA,2250017,337064493,30,149.8,151,short,ERR1878068,paired,2,salmonella_enterica,Resistant
1125,ERR1878068_2.fastq,FASTQ,DNA,2250017,337084467,30,149.8,151,short,ERR1878068,paired,NaN,salmonella_enterica,Resistant
1126,ERR1878071_1.fastq,FASTQ,DNA,2427699,362796445,30,149.4,151,short,ERR1878071,paired,2,salmonella_enterica,Resistant
1127,ERR1878071_2.fastq,FASTQ,DNA,2427699,362844328,30,149.5,151,short,ERR1878071,paired,NaN,salmonella_enterica,Resistant
1128,ERR1912619_1.fastq,FASTQ,DNA,278743,57618902,35,206.7,251,short,ERR1912619,paired,2,escherichia_coli,Susceptible
1129,ERR1912619_2.fastq,FASTQ,DNA,278743,57901058,35,207.7,251,short,ERR1912619,paired,NaN,escherichia_coli,Susceptible
1130,ERR191730_1.fastq,FASTQ,DNA,2298445,229844500,100,100.0,100,short,ERR191730,paired,2,neisseria_gonorrhoeae,Resistant
1131,ERR191730_2.fastq,FASTQ,DNA,2298445,229844500,100,100.0,100,short,ERR191730,paired,NaN,neisseria_gonorrhoeae,Resistant
1132,ERR191734_1.fastq,FASTQ,DNA,2027457,202745700,100,100.0,100,short,ERR191734,paired,2,neisseria_gonorrhoeae,Resistant
1133,ERR191734_2.fastq,FASTQ,DNA,2027457,202745700,100,100.0,100,short,ERR191734,paired,NaN,neisseria_gonorrhoeae,Resistant
1134,ERR191737_1.fastq,FASTQ,DNA,2921136,292113600,100,100.0,100,short,ERR191737,paired,2,neisseria_gonorrhoeae,Resistant
1135,ERR191737_2.fastq,FASTQ,DNA,2921136,292113600,100,100.0,100,short,ERR191737,paired,NaN,neisseria_gonorrhoeae,Resistant
1136,ERR191738_1.fastq,FASTQ,DNA,1835136,183513600,100,100.0,100,short,ERR191738,paired,2,neisseria_gonorrhoeae,Resistant
1137,ERR191738_2.fastq,FASTQ,DNA,1835136,183513600,100,100.0,100,short,ERR191738,paired,NaN,neisseria_gonorrhoeae,Resistant
1138,ERR191739_1.fastq,FASTQ,DNA,1963933,196393300,100,100.0,100,short,ERR191739,paired,2,neisseria_gonorrhoeae,Intermediate
1139,ERR191739_2.fastq,FASTQ,DNA,1963933,196393300,100,100.0,100,short,ERR191739,paired,NaN,neisseria_gonorrhoeae,Intermediate
1140,ERR191741_1.fastq,FASTQ,DNA,2894466,289446600,100,100.0,100,short,ERR191741,paired,2,neisseria_gonorrhoeae,Resistant
1141,ERR191741_2.fastq,FASTQ,DNA,2894466,289446600,100,100.0,100,short,ERR191741,paired,NaN,neisseria_gonorrhoeae,Resistant
1142,ERR191746_1.fastq,FASTQ,DNA,3575702,357570200,100,100.0,100,short,ERR191746,paired,2,neisseria_gonorrhoeae,Resistant
1143,ERR191746_2.fastq,FASTQ,DNA,3575702,357570200,100,100.0,100,short,ERR191746,paired,NaN,neisseria_gonorrhoeae,Resistant
1144,ERR191749_1.fastq,FASTQ,DNA,2427046,242704600,100,100.0,100,short,ERR191749,paired,2,neisseria_gonorrhoeae,Intermediate
1145,ERR191749_2.fastq,FASTQ,DNA,2427046,242704600,100,100.0,100,short,ERR191749,paired,NaN,neisseria_gonorrhoeae,Intermediate
1146,ERR191750_1.fastq,FASTQ,DNA,3924465,392446500,100,100.0,100,short,ERR191750,paired,2,neisseria_gonorrhoeae,Resistant
1147,ERR191750_2.fastq,FASTQ,DNA,3924465,392446500,100,100.0,100,short,ERR191750,paired,NaN,neisseria_gonorrhoeae,Resistant
1148,ERR191753_1.fastq,FASTQ,DNA,2237124,223712400,100,100.0,100,short,ERR191753,paired,2,neisseria_gonorrhoeae,Resistant
1149,ERR191753_2.fastq,FASTQ,DNA,2237124,223712400,100,100.0,100,short,ERR191753,paired,NaN,neisseria_gonorrhoeae,Resistant
1150,ERR191756_1.fastq,FASTQ,DNA,1563091,156309100,100,100.0,100,short,ERR191756,paired,2,neisseria_gonorrhoeae,Resistant
1151,ERR191756_2.fastq,FASTQ,DNA,1563091,156309100,100,100.0,100,short,ERR191756,paired,NaN,neisseria_gonorrhoeae,Resistant
1152,ERR191758_1.fastq,FASTQ,DNA,1810707,181070700,100,100.0,100,short,ERR191758,paired,2,neisseria_gonorrhoeae,Resistant
1153,ERR191758_2.fastq,FASTQ,DNA,1810707,181070700,100,100.0,100,short,ERR191758,paired,NaN,neisseria_gonorrhoeae,Resistant
1154,ERR191760_1.fastq,FASTQ,DNA,1967571,196757100,100,100.0,100,short,ERR191760,paired,2,neisseria_gonorrhoeae,Resistant
1155,ERR191760_2.fastq,FASTQ,DNA,1967571,196757100,100,100.0,100,short,ERR191760,paired,NaN,neisseria_gonorrhoeae,Resistant
1156,ERR191761_1.fastq,FASTQ,DNA,2023169,202316900,100,100.0,100,short,ERR191761,paired,2,neisseria_gonorrhoeae,Resistant
1157,ERR191761_2.fastq,FASTQ,DNA,2023169,202316900,100,100.0,100,short,ERR191761,paired,NaN,neisseria_gonorrhoeae,Resistant
1158,ERR191762_1.fastq,FASTQ,DNA,1899634,189963400,100,100.0,100,short,ERR191762,paired,2,neisseria_gonorrhoeae,Intermediate
1159,ERR191762_2.fastq,FASTQ,DNA,1899634,189963400,100,100.0,100,short,ERR191762,paired,NaN,neisseria_gonorrhoeae,Intermediate
1160,ERR191763_1.fastq,FASTQ,DNA,1969831,196983100,100,100.0,100,short,ERR191763,paired,2,neisseria_gonorrhoeae,Resistant
1161,ERR191763_2.fastq,FASTQ,DNA,1969831,196983100,100,100.0,100,short,ERR191763,paired,NaN,neisseria_gonorrhoeae,Resistant
1162,ERR191764_1.fastq,FASTQ,DNA,5574386,557438600,100,100.0,100,short,ERR191764,paired,2,neisseria_gonorrhoeae,Resistant
1163,ERR191764_2.fastq,FASTQ,DNA,5574386,557438600,100,100.0,100,short,ERR191764,paired,NaN,neisseria_gonorrhoeae,Resistant
1164,ERR191766_1.fastq,FASTQ,DNA,3521348,352134800,100,100.0,100,short,ERR191766,paired,2,neisseria_gonorrhoeae,Resistant
1165,ERR191766_2.fastq,FASTQ,DNA,3521348,352134800,100,100.0,100,short,ERR191766,paired,NaN,neisseria_gonorrhoeae,Resistant
1166,ERR191768_1.fastq,FASTQ,DNA,2752095,275209500,100,100.0,100,short,ERR191768,paired,2,neisseria_gonorrhoeae,Resistant
1167,ERR191768_2.fastq,FASTQ,DNA,2752095,275209500,100,100.0,100,short,ERR191768,paired,NaN,neisseria_gonorrhoeae,Resistant
1168,ERR191770_1.fastq,FASTQ,DNA,1854169,185416900,100,100.0,100,short,ERR191770,paired,2,neisseria_gonorrhoeae,Intermediate
1169,ERR191770_2.fastq,FASTQ,DNA,1854169,185416900,100,100.0,100,short,ERR191770,paired,NaN,neisseria_gonorrhoeae,Intermediate
1170,ERR191772_1.fastq,FASTQ,DNA,1979465,197946500,100,100.0,100,short,ERR191772,paired,2,neisseria_gonorrhoeae,Resistant
1171,ERR191772_2.fastq,FASTQ,DNA,1979465,197946500,100,100.0,100,short,ERR191772,paired,NaN,neisseria_gonorrhoeae,Resistant
1172,ERR191773_1.fastq,FASTQ,DNA,2541120,254112000,100,100.0,100,short,ERR191773,paired,2,neisseria_gonorrhoeae,Resistant
1173,ERR191773_2.fastq,FASTQ,DNA,2541120,254112000,100,100.0,100,short,ERR191773,paired,NaN,neisseria_gonorrhoeae,Resistant
1174,ERR191774_1.fastq,FASTQ,DNA,1880049,188004900,100,100.0,100,short,ERR191774,paired,2,neisseria_gonorrhoeae,Resistant
1175,ERR191774_2.fastq,FASTQ,DNA,1880049,188004900,100,100.0,100,short,ERR191774,paired,NaN,neisseria_gonorrhoeae,Resistant
1176,ERR191775_1.fastq,FASTQ,DNA,1897471,189747100,100,100.0,100,short,ERR191775,paired,2,neisseria_gonorrhoeae,Resistant
1177,ERR191775_2.fastq,FASTQ,DNA,1897471,189747100,100,100.0,100,short,ERR191775,paired,NaN,neisseria_gonorrhoeae,Resistant
1178,ERR191776_1.fastq,FASTQ,DNA,2057716,205771600,100,100.0,100,short,ERR191776,paired,2,neisseria_gonorrhoeae,Resistant
1179,ERR191776_2.fastq,FASTQ,DNA,2057716,205771600,100,100.0,100,short,ERR191776,paired,NaN,neisseria_gonorrhoeae,Resistant
1180,ERR191779_1.fastq,FASTQ,DNA,2180706,218070600,100,100.0,100,short,ERR191779,paired,2,neisseria_gonorrhoeae,Susceptible
1181,ERR191779_2.fastq,FASTQ,DNA,2180706,218070600,100,100.0,100,short,ERR191779,paired,NaN,neisseria_gonorrhoeae,Susceptible
1182,ERR191781_1.fastq,FASTQ,DNA,1769761,176976100,100,100.0,100,short,ERR191781,paired,2,neisseria_gonorrhoeae,Resistant
1183,ERR191781_2.fastq,FASTQ,DNA,1769761,176976100,100,100.0,100,short,ERR191781,paired,NaN,neisseria_gonorrhoeae,Resistant
1184,ERR191783_1.fastq,FASTQ,DNA,1993274,199327400,100,100.0,100,short,ERR191783,paired,2,neisseria_gonorrhoeae,Resistant
1185,ERR191783_2.fastq,FASTQ,DNA,1993274,199327400,100,100.0,100,short,ERR191783,paired,NaN,neisseria_gonorrhoeae,Resistant
1186,ERR191785_1.fastq,FASTQ,DNA,2024140,202414000,100,100.0,100,short,ERR191785,paired,2,neisseria_gonorrhoeae,Resistant
1187,ERR191785_2.fastq,FASTQ,DNA,2024140,202414000,100,100.0,100,short,ERR191785,paired,NaN,neisseria_gonorrhoeae,Resistant
1188,ERR191786_1.fastq,FASTQ,DNA,4107779,410777900,100,100.0,100,short,ERR191786,paired,2,neisseria_gonorrhoeae,Resistant
1189,ERR191786_2.fastq,FASTQ,DNA,4107779,410777900,100,100.0,100,short,ERR191786,paired,NaN,neisseria_gonorrhoeae,Resistant
1190,ERR191788_1.fastq,FASTQ,DNA,2007137,200713700,100,100.0,100,short,ERR191788,paired,2,neisseria_gonorrhoeae,Resistant
1191,ERR191788_2.fastq,FASTQ,DNA,2007137,200713700,100,100.0,100,short,ERR191788,paired,NaN,neisseria_gonorrhoeae,Resistant
1192,ERR191789_1.fastq,FASTQ,DNA,3041065,304106500,100,100.0,100,short,ERR191789,paired,2,neisseria_gonorrhoeae,Resistant
1193,ERR191789_2.fastq,FASTQ,DNA,3041065,304106500,100,100.0,100,short,ERR191789,paired,NaN,neisseria_gonorrhoeae,Resistant
1194,ERR191790_1.fastq,FASTQ,DNA,3345628,334562800,100,100.0,100,short,ERR191790,paired,2,neisseria_gonorrhoeae,Resistant
1195,ERR191790_2.fastq,FASTQ,DNA,3345628,334562800,100,100.0,100,short,ERR191790,paired,NaN,neisseria_gonorrhoeae,Resistant
1196,ERR191793_1.fastq,FASTQ,DNA,2039488,203948800,100,100.0,100,short,ERR191793,paired,2,neisseria_gonorrhoeae,Resistant
1197,ERR191793_2.fastq,FASTQ,DNA,2039488,203948800,100,100.0,100,short,ERR191793,paired,NaN,neisseria_gonorrhoeae,Resistant
1198,ERR191795_1.fastq,FASTQ,DNA,1859031,185903100,100,100.0,100,short,ERR191795,paired,2,neisseria_gonorrhoeae,Resistant
1199,ERR191795_2.fastq,FASTQ,DNA,1859031,185903100,100,100.0,100,short,ERR191795,paired,NaN,neisseria_gonorrhoeae,Resistant
1200,ERR191797_1.fastq,FASTQ,DNA,3993099,399309900,100,100.0,100,short,ERR191797,paired,2,neisseria_gonorrhoeae,Resistant
1201,ERR191797_2.fastq,FASTQ,DNA,3993099,399309900,100,100.0,100,short,ERR191797,paired,NaN,neisseria_gonorrhoeae,Resistant
1202,ERR191798_1.fastq,FASTQ,DNA,2604513,260451300,100,100.0,100,short,ERR191798,paired,2,neisseria_gonorrhoeae,Resistant
1203,ERR191798_2.fastq,FASTQ,DNA,2604513,260451300,100,100.0,100,short,ERR191798,paired,NaN,neisseria_gonorrhoeae,Resistant
1204,ERR191799_1.fastq,FASTQ,DNA,2578793,257879300,100,100.0,100,short,ERR191799,paired,2,neisseria_gonorrhoeae,Intermediate
1205,ERR191799_2.fastq,FASTQ,DNA,2578793,257879300,100,100.0,100,short,ERR191799,paired,NaN,neisseria_gonorrhoeae,Intermediate
1206,ERR191800_1.fastq,FASTQ,DNA,1558127,155812700,100,100.0,100,short,ERR191800,paired,2,neisseria_gonorrhoeae,Resistant
1207,ERR191800_2.fastq,FASTQ,DNA,1558127,155812700,100,100.0,100,short,ERR191800,paired,NaN,neisseria_gonorrhoeae,Resistant
1208,ERR191801_1.fastq,FASTQ,DNA,2869664,286966400,100,100.0,100,short,ERR191801,paired,2,neisseria_gonorrhoeae,Susceptible
1209,ERR191801_2.fastq,FASTQ,DNA,2869664,286966400,100,100.0,100,short,ERR191801,paired,NaN,neisseria_gonorrhoeae,Susceptible
1210,ERR191802_1.fastq,FASTQ,DNA,4425751,442575100,100,100.0,100,short,ERR191802,paired,2,neisseria_gonorrhoeae,Intermediate
1211,ERR191802_2.fastq,FASTQ,DNA,4425751,442575100,100,100.0,100,short,ERR191802,paired,NaN,neisseria_gonorrhoeae,Intermediate
1212,ERR191803_1.fastq,FASTQ,DNA,4055685,405568500,100,100.0,100,short,ERR191803,paired,2,neisseria_gonorrhoeae,Intermediate
1213,ERR191803_2.fastq,FASTQ,DNA,4055685,405568500,100,100.0,100,short,ERR191803,paired,NaN,neisseria_gonorrhoeae,Intermediate
1214,ERR191804_1.fastq,FASTQ,DNA,2013425,201342500,100,100.0,100,short,ERR191804,paired,2,neisseria_gonorrhoeae,Resistant
1215,ERR191804_2.fastq,FASTQ,DNA,2013425,201342500,100,100.0,100,short,ERR191804,paired,NaN,neisseria_gonorrhoeae,Resistant
1216,ERR191805_1.fastq,FASTQ,DNA,1878225,187822500,100,100.0,100,short,ERR191805,paired,2,neisseria_gonorrhoeae,Resistant
1217,ERR191805_2.fastq,FASTQ,DNA,1878225,187822500,100,100.0,100,short,ERR191805,paired,NaN,neisseria_gonorrhoeae,Resistant
1218,ERR191807_1.fastq,FASTQ,DNA,1945360,194536000,100,100.0,100,short,ERR191807,paired,2,neisseria_gonorrhoeae,Susceptible
1219,ERR191807_2.fastq,FASTQ,DNA,1945360,194536000,100,100.0,100,short,ERR191807,paired,NaN,neisseria_gonorrhoeae,Susceptible
1220,ERR191809_1.fastq,FASTQ,DNA,2235156,223515600,100,100.0,100,short,ERR191809,paired,2,neisseria_gonorrhoeae,Resistant
1221,ERR191809_2.fastq,FASTQ,DNA,2235156,223515600,100,100.0,100,short,ERR191809,paired,NaN,neisseria_gonorrhoeae,Resistant
1222,ERR191810_1.fastq,FASTQ,DNA,1912724,191272400,100,100.0,100,short,ERR191810,paired,2,neisseria_gonorrhoeae,Intermediate
1223,ERR191810_2.fastq,FASTQ,DNA,1912724,191272400,100,100.0,100,short,ERR191810,paired,NaN,neisseria_gonorrhoeae,Intermediate
1224,ERR191811_1.fastq,FASTQ,DNA,4370956,437095600,100,100.0,100,short,ERR191811,paired,2,neisseria_gonorrhoeae,Resistant
1225,ERR191811_2.fastq,FASTQ,DNA,4370956,437095600,100,100.0,100,short,ERR191811,paired,NaN,neisseria_gonorrhoeae,Resistant
1226,ERR191812_1.fastq,FASTQ,DNA,2836572,283657200,100,100.0,100,short,ERR191812,paired,2,neisseria_gonorrhoeae,Resistant
1227,ERR191812_2.fastq,FASTQ,DNA,2836572,283657200,100,100.0,100,short,ERR191812,paired,NaN,neisseria_gonorrhoeae,Resistant
1228,ERR191817_1.fastq,FASTQ,DNA,2215535,221553500,100,100.0,100,short,ERR191817,paired,2,neisseria_gonorrhoeae,Intermediate
1229,ERR191817_2.fastq,FASTQ,DNA,2215535,221553500,100,100.0,100,short,ERR191817,paired,NaN,neisseria_gonorrhoeae,Intermediate
1230,ERR191818_1.fastq,FASTQ,DNA,2651862,265186200,100,100.0,100,short,ERR191818,paired,2,neisseria_gonorrhoeae,Resistant
1231,ERR191818_2.fastq,FASTQ,DNA,2651862,265186200,100,100.0,100,short,ERR191818,paired,NaN,neisseria_gonorrhoeae,Resistant
1232,ERR191819_1.fastq,FASTQ,DNA,2094995,209499500,100,100.0,100,short,ERR191819,paired,2,neisseria_gonorrhoeae,Resistant
1233,ERR191819_2.fastq,FASTQ,DNA,2094995,209499500,100,100.0,100,short,ERR191819,paired,NaN,neisseria_gonorrhoeae,Resistant
1234,ERR191821_1.fastq,FASTQ,DNA,2304310,230431000,100,100.0,100,short,ERR191821,paired,2,neisseria_gonorrhoeae,Intermediate
1235,ERR191821_2.fastq,FASTQ,DNA,2304310,230431000,100,100.0,100,short,ERR191821,paired,NaN,neisseria_gonorrhoeae,Intermediate
1236,ERR191822_1.fastq,FASTQ,DNA,2319305,231930500,100,100.0,100,short,ERR191822,paired,2,neisseria_gonorrhoeae,Resistant
1237,ERR191822_2.fastq,FASTQ,DNA,2319305,231930500,100,100.0,100,short,ERR191822,paired,NaN,neisseria_gonorrhoeae,Resistant
1238,ERR191823_1.fastq,FASTQ,DNA,4226683,422668300,100,100.0,100,short,ERR191823,paired,2,neisseria_gonorrhoeae,Resistant
1239,ERR191823_2.fastq,FASTQ,DNA,4226683,422668300,100,100.0,100,short,ERR191823,paired,NaN,neisseria_gonorrhoeae,Resistant
1240,ERR191824_1.fastq,FASTQ,DNA,2279497,227949700,100,100.0,100,short,ERR191824,paired,2,neisseria_gonorrhoeae,Resistant
1241,ERR191824_2.fastq,FASTQ,DNA,2279497,227949700,100,100.0,100,short,ERR191824,paired,NaN,neisseria_gonorrhoeae,Resistant
1242,ERR191825_1.fastq,FASTQ,DNA,2827121,282712100,100,100.0,100,short,ERR191825,paired,2,neisseria_gonorrhoeae,Intermediate
1243,ERR191825_2.fastq,FASTQ,DNA,2827121,282712100,100,100.0,100,short,ERR191825,paired,NaN,neisseria_gonorrhoeae,Intermediate
1244,ERR2133894_1.fastq,FASTQ,DNA,911872,123835236,35,135.8,151,short,ERR2133894,paired,2,neisseria_gonorrhoeae,Susceptible
1245,ERR2133894_2.fastq,FASTQ,DNA,911872,124107949,35,136.1,151,short,ERR2133894,paired,NaN,neisseria_gonorrhoeae,Susceptible
1246,ERR2133895_1.fastq,FASTQ,DNA,1003826,144935514,35,144.4,151,short,ERR2133895,paired,2,neisseria_gonorrhoeae,Susceptible
1247,ERR2133895_2.fastq,FASTQ,DNA,1003826,145063541,35,144.5,151,short,ERR2133895,paired,NaN,neisseria_gonorrhoeae,Susceptible
1248,ERR2133896_1.fastq,FASTQ,DNA,1966934,285584650,35,145.2,151,short,ERR2133896,paired,2,neisseria_gonorrhoeae,Susceptible
1249,ERR2133896_2.fastq,FASTQ,DNA,1966934,285881405,35,145.3,151,short,ERR2133896,paired,NaN,neisseria_gonorrhoeae,Susceptible
1250,ERR2133897_1.fastq,FASTQ,DNA,1974226,282016329,35,142.8,151,short,ERR2133897,paired,2,neisseria_gonorrhoeae,Susceptible
1251,ERR2133897_2.fastq,FASTQ,DNA,1974226,282331911,35,143.0,151,short,ERR2133897,paired,NaN,neisseria_gonorrhoeae,Susceptible
1252,ERR2133898_1.fastq,FASTQ,DNA,1958260,281725612,35,143.9,151,short,ERR2133898,paired,2,neisseria_gonorrhoeae,Susceptible
1253,ERR2133898_2.fastq,FASTQ,DNA,1958260,281980204,35,144.0,151,short,ERR2133898,paired,NaN,neisseria_gonorrhoeae,Susceptible
1254,ERR2133899_1.fastq,FASTQ,DNA,1764751,246392934,35,139.6,151,short,ERR2133899,paired,2,neisseria_gonorrhoeae,Susceptible
1255,ERR2133899_2.fastq,FASTQ,DNA,1764751,246738481,35,139.8,151,short,ERR2133899,paired,NaN,neisseria_gonorrhoeae,Susceptible
1256,ERR2133900_1.fastq,FASTQ,DNA,1942309,271113014,35,139.6,151,short,ERR2133900,paired,2,neisseria_gonorrhoeae,Susceptible
1257,ERR2133900_2.fastq,FASTQ,DNA,1942309,271617076,35,139.8,151,short,ERR2133900,paired,NaN,neisseria_gonorrhoeae,Susceptible
1258,ERR2133901_1.fastq,FASTQ,DNA,1302028,177699286,35,136.5,151,short,ERR2133901,paired,2,neisseria_gonorrhoeae,Susceptible
1259,ERR2133901_2.fastq,FASTQ,DNA,1302028,177871441,35,136.6,151,short,ERR2133901,paired,NaN,neisseria_gonorrhoeae,Susceptible
1260,ERR2133902_1.fastq,FASTQ,DNA,1251251,175077346,35,139.9,151,short,ERR2133902,paired,2,neisseria_gonorrhoeae,Susceptible
1261,ERR2133902_2.fastq,FASTQ,DNA,1251251,175206292,35,140.0,151,short,ERR2133902,paired,NaN,neisseria_gonorrhoeae,Susceptible
1262,ERR2133903_1.fastq,FASTQ,DNA,1390984,191965775,35,138.0,151,short,ERR2133903,paired,2,neisseria_gonorrhoeae,Susceptible
1263,ERR2133903_2.fastq,FASTQ,DNA,1390984,192144849,35,138.1,151,short,ERR2133903,paired,NaN,neisseria_gonorrhoeae,Susceptible
1264,ERR2133904_1.fastq,FASTQ,DNA,1348535,194654657,35,144.3,151,short,ERR2133904,paired,2,neisseria_gonorrhoeae,Susceptible
1265,ERR2133904_2.fastq,FASTQ,DNA,1348535,194730458,35,144.4,151,short,ERR2133904,paired,NaN,neisseria_gonorrhoeae,Susceptible
1266,ERR2133905_1.fastq,FASTQ,DNA,1587721,221622977,35,139.6,151,short,ERR2133905,paired,2,neisseria_gonorrhoeae,Susceptible
1267,ERR2133905_2.fastq,FASTQ,DNA,1587721,221786424,35,139.7,151,short,ERR2133905,paired,NaN,neisseria_gonorrhoeae,Susceptible
1268,ERR2133906_1.fastq,FASTQ,DNA,1395559,195812688,35,140.3,151,short,ERR2133906,paired,2,neisseria_gonorrhoeae,Susceptible
1269,ERR2133906_2.fastq,FASTQ,DNA,1395559,195933355,35,140.4,151,short,ERR2133906,paired,NaN,neisseria_gonorrhoeae,Susceptible
1270,ERR2133907_1.fastq,FASTQ,DNA,1140506,156951964,35,137.6,151,short,ERR2133907,paired,2,neisseria_gonorrhoeae,Susceptible
1271,ERR2133907_2.fastq,FASTQ,DNA,1140506,157092396,35,137.7,151,short,ERR2133907,paired,NaN,neisseria_gonorrhoeae,Susceptible
1272,ERR2133908_1.fastq,FASTQ,DNA,1455503,206880468,35,142.1,151,short,ERR2133908,paired,2,neisseria_gonorrhoeae,Susceptible
1273,ERR2133908_2.fastq,FASTQ,DNA,1455503,207009595,35,142.2,151,short,ERR2133908,paired,NaN,neisseria_gonorrhoeae,Susceptible
1274,ERR2133909_1.fastq,FASTQ,DNA,1214253,167674058,35,138.1,151,short,ERR2133909,paired,2,neisseria_gonorrhoeae,Susceptible
1275,ERR2133909_2.fastq,FASTQ,DNA,1214253,167809355,35,138.2,151,short,ERR2133909,paired,NaN,neisseria_gonorrhoeae,Susceptible
1276,ERR2133910_1.fastq,FASTQ,DNA,1278671,182892045,35,143.0,151,short,ERR2133910,paired,2,neisseria_gonorrhoeae,Susceptible
1277,ERR2133910_2.fastq,FASTQ,DNA,1278671,182979014,35,143.1,151,short,ERR2133910,paired,NaN,neisseria_gonorrhoeae,Susceptible
1278,ERR2133911_1.fastq,FASTQ,DNA,1445678,206398469,35,142.8,151,short,ERR2133911,paired,2,neisseria_gonorrhoeae,Susceptible
1279,ERR2133911_2.fastq,FASTQ,DNA,1445678,206516951,35,142.9,151,short,ERR2133911,paired,NaN,neisseria_gonorrhoeae,Susceptible
1280,ERR2133912_1.fastq,FASTQ,DNA,1335878,191883902,35,143.6,151,short,ERR2133912,paired,2,neisseria_gonorrhoeae,Susceptible
1281,ERR2133912_2.fastq,FASTQ,DNA,1335878,191968456,35,143.7,151,short,ERR2133912,paired,NaN,neisseria_gonorrhoeae,Susceptible
1282,ERR2133913_1.fastq,FASTQ,DNA,1415832,201308981,35,142.2,151,short,ERR2133913,paired,2,neisseria_gonorrhoeae,Susceptible
1283,ERR2133913_2.fastq,FASTQ,DNA,1415832,201419096,35,142.3,151,short,ERR2133913,paired,NaN,neisseria_gonorrhoeae,Susceptible
1284,ERR2133914_1.fastq,FASTQ,DNA,1399035,198976695,35,142.2,151,short,ERR2133914,paired,2,neisseria_gonorrhoeae,Susceptible
1285,ERR2133914_2.fastq,FASTQ,DNA,1399035,199076435,35,142.3,151,short,ERR2133914,paired,NaN,neisseria_gonorrhoeae,Susceptible
1286,ERR2133915_1.fastq,FASTQ,DNA,1361154,193973359,35,142.5,151,short,ERR2133915,paired,2,neisseria_gonorrhoeae,Susceptible
1287,ERR2133915_2.fastq,FASTQ,DNA,1361154,194072057,35,142.6,151,short,ERR2133915,paired,NaN,neisseria_gonorrhoeae,Susceptible
1288,ERR2133916_1.fastq,FASTQ,DNA,1382226,199500150,35,144.3,151,short,ERR2133916,paired,2,neisseria_gonorrhoeae,Susceptible
1289,ERR2133916_2.fastq,FASTQ,DNA,1382226,199575768,35,144.4,151,short,ERR2133916,paired,NaN,neisseria_gonorrhoeae,Susceptible
1290,ERR2133917_1.fastq,FASTQ,DNA,1616154,230980343,35,142.9,151,short,ERR2133917,paired,2,neisseria_gonorrhoeae,Susceptible
1291,ERR2133917_2.fastq,FASTQ,DNA,1616154,231092165,35,143.0,151,short,ERR2133917,paired,NaN,neisseria_gonorrhoeae,Susceptible
1292,ERR2133918_1.fastq,FASTQ,DNA,1231130,174164520,35,141.5,151,short,ERR2133918,paired,2,neisseria_gonorrhoeae,Susceptible
1293,ERR2133918_2.fastq,FASTQ,DNA,1231130,174269241,35,141.6,151,short,ERR2133918,paired,NaN,neisseria_gonorrhoeae,Susceptible
1294,ERR2133919_1.fastq,FASTQ,DNA,1353483,188967945,35,139.6,151,short,ERR2133919,paired,2,neisseria_gonorrhoeae,Susceptible
1295,ERR2133919_2.fastq,FASTQ,DNA,1353483,189127568,35,139.7,151,short,ERR2133919,paired,NaN,neisseria_gonorrhoeae,Susceptible
1296,ERR2133920_1.fastq,FASTQ,DNA,1333172,190907879,35,143.2,151,short,ERR2133920,paired,2,neisseria_gonorrhoeae,Susceptible
1297,ERR2133920_2.fastq,FASTQ,DNA,1333172,190998144,35,143.3,151,short,ERR2133920,paired,NaN,neisseria_gonorrhoeae,Susceptible
