accession,num_hits,num_seqs,num_pred_res,num_pred_int,num_pred_sus,species,actual_phenotype
ERR418794,190,10,10,0,0,staphylococcus_aureus,Resistant
ERR418802,190,16,16,0,0,staphylococcus_aureus,Resistant
ERR418804,190,18,18,0,0,staphylococcus_aureus,Resistant
ERR418806,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418811,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418858,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418862,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418864,3,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418867,3,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418871,3,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418872,188,11,11,0,0,staphylococcus_aureus,Resistant
ERR418877,3,3,0,0,3,staphylococcus_aureus,Susceptible
ERR418878,190,8,8,0,0,staphylococcus_aureus,Resistant
ERR418888,3,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418900,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418907,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418921,0,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418929,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418930,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418938,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418940,190,17,17,0,0,staphylococcus_aureus,Resistant
ERR418941,190,14,14,0,0,staphylococcus_aureus,Resistant
ERR418946,188,12,12,0,0,staphylococcus_aureus,Resistant
ERR418949,3,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418954,201,16,16,0,0,staphylococcus_aureus,Resistant
ERR418955,13,1,1,0,0,staphylococcus_aureus,Resistant
ERR418957,13,2,2,0,0,staphylococcus_aureus,Resistant
ERR418965,189,20,20,0,0,staphylococcus_aureus,Resistant
ERR418971,190,19,19,0,0,staphylococcus_aureus,Resistant
ERR418976,13,1,0,0,1,staphylococcus_aureus,Resistant
ERR418978,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418982,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR418987,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418991,13,1,1,0,0,staphylococcus_aureus,Resistant
ERR418994,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418998,3,1,0,0,1,staphylococcus_aureus,Susceptible
ERR418999,13,7,2,0,5,staphylococcus_aureus,Susceptible
ERR419002,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419004,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419005,190,25,25,0,0,staphylococcus_aureus,Resistant
ERR419011,190,17,17,0,0,staphylococcus_aureus,Resistant
ERR419014,112,51,7,0,44,staphylococcus_aureus,Susceptible
ERR419019,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR419025,190,15,15,0,0,staphylococcus_aureus,Resistant
ERR419026,190,22,22,0,0,staphylococcus_aureus,Resistant
ERR419028,189,75,43,4,28,staphylococcus_aureus,Susceptible
ERR419036,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419039,178,14,14,0,0,staphylococcus_aureus,Resistant
ERR419055,3,3,0,0,3,staphylococcus_aureus,Susceptible
ERR419060,201,19,18,0,1,staphylococcus_aureus,Resistant
ERR419067,3,2,0,0,2,staphylococcus_aureus,Susceptible
ERR419068,3,5,0,0,5,staphylococcus_aureus,Susceptible
ERR419071,190,12,12,0,0,staphylococcus_aureus,Resistant
ERR419075,190,14,14,0,0,staphylococcus_aureus,Resistant
ERR419079,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419083,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419093,1,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419095,0,7,0,0,7,staphylococcus_aureus,Susceptible
ERR419096,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419104,3,2,0,0,2,staphylococcus_aureus,Susceptible
ERR419107,13,1,1,0,0,staphylococcus_aureus,Resistant
ERR419108,2,1,0,0,1,staphylococcus_aureus,Resistant
ERR419115,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419118,3,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419130,13,2,2,0,0,staphylococcus_aureus,Resistant
ERR419139,0,6,0,0,6,staphylococcus_aureus,Susceptible
ERR419148,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR419154,2,3,0,0,3,staphylococcus_aureus,Susceptible
ERR419155,0,5,0,0,5,staphylococcus_aureus,Susceptible
ERR419167,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419168,14,1,1,0,0,staphylococcus_aureus,Resistant
ERR419170,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419175,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR419181,190,20,20,0,0,staphylococcus_aureus,Resistant
ERR419193,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419199,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419201,14,3,3,0,0,staphylococcus_aureus,Resistant
ERR419202,7,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419208,2,2,0,0,2,staphylococcus_aureus,Susceptible
ERR419210,3,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419217,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419226,2,1,0,0,1,staphylococcus_aureus,Susceptible
ERR419237,3,3,0,0,3,staphylococcus_aureus,Susceptible
ERR449457,70,22,2,13,7,neisseria_gonorrhoeae,Intermediate
ERR449459,70,33,1,12,20,neisseria_gonorrhoeae,Intermediate
ERR449461,73,18,3,0,15,neisseria_gonorrhoeae,Susceptible
ERR449468,81,25,1,4,20,neisseria_gonorrhoeae,Susceptible
ERR449469,70,30,1,16,13,neisseria_gonorrhoeae,Intermediate
ERR449480,76,7,2,0,5,neisseria_gonorrhoeae,Resistant
ERR449484,64,4,0,1,3,neisseria_gonorrhoeae,Resistant
ERR449485,73,22,0,11,11,neisseria_gonorrhoeae,Susceptible
ERR449488,60,3,1,0,2,neisseria_gonorrhoeae,Resistant
ERR449493,67,27,6,1,20,neisseria_gonorrhoeae,Susceptible
ERR449494,65,25,0,0,25,neisseria_gonorrhoeae,Susceptible
ERR449495,10,2,0,0,2,neisseria_gonorrhoeae,Resistant
ERR449496,65,27,2,4,21,neisseria_gonorrhoeae,Susceptible
ERR449497,80,42,1,18,23,neisseria_gonorrhoeae,Intermediate
ERR449501,67,6,2,0,4,neisseria_gonorrhoeae,Resistant
ERR449502,78,39,1,23,15,neisseria_gonorrhoeae,Intermediate
ERR449503,67,7,0,0,7,neisseria_gonorrhoeae,Resistant
ERR449506,78,24,1,7,16,neisseria_gonorrhoeae,Susceptible
ERR449511,76,25,2,6,17,neisseria_gonorrhoeae,Susceptible
ERR449512,72,22,0,7,15,neisseria_gonorrhoeae,Susceptible
ERR449521,77,27,4,5,18,neisseria_gonorrhoeae,Susceptible
ERR474467,63,4,4,0,0,klebsiella_pneumoniae,Resistant
ERR474494,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
ERR474498,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
ERR474500,96,13,13,0,0,klebsiella_pneumoniae,Resistant
ERR474520,96,12,12,0,0,klebsiella_pneumoniae,Resistant
ERR474538,96,7,7,0,0,klebsiella_pneumoniae,Resistant
ERR474543,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
ERR474547,63,2,2,0,0,klebsiella_pneumoniae,Resistant
ERR485167,63,17,4,4,9,neisseria_gonorrhoeae,Susceptible
ERR485168,71,29,2,0,27,neisseria_gonorrhoeae,Susceptible
ERR485170,62,40,9,23,8,neisseria_gonorrhoeae,Intermediate
ERR485171,63,4,1,0,3,neisseria_gonorrhoeae,Resistant
ERR486274,65,7,7,0,0,klebsiella_pneumoniae,Resistant
ERR486289,48,4,3,1,0,klebsiella_pneumoniae,Resistant
ERR486298,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
ERR486337,96,5,5,0,0,klebsiella_pneumoniae,Resistant
ERR486343,0,2,1,0,1,klebsiella_pneumoniae,Resistant
ERR486347,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
ERR486349,96,5,5,0,0,klebsiella_pneumoniae,Resistant
ERR486351,0,5,0,0,5,klebsiella_pneumoniae,Susceptible
ERR486353,102,8,7,1,0,klebsiella_pneumoniae,Resistant
ERR486356,58,3,3,0,0,klebsiella_pneumoniae,Resistant
ERR486359,96,9,9,0,0,klebsiella_pneumoniae,Resistant
ERR486379,96,8,8,0,0,klebsiella_pneumoniae,Resistant
ERR486396,0,3,0,0,3,klebsiella_pneumoniae,Susceptible
ERR486456,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
ERR486463,96,12,12,0,0,klebsiella_pneumoniae,Resistant
ERR486500,95,6,5,1,0,klebsiella_pneumoniae,Resistant
ERR486502,99,8,8,0,0,klebsiella_pneumoniae,Resistant
ERR486510,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
ERR486513,0,6,0,0,6,klebsiella_pneumoniae,Susceptible
ERR486749,64,6,6,0,0,klebsiella_pneumoniae,Resistant
ERR486764,0,1,1,0,0,klebsiella_pneumoniae,Resistant
ERR486766,0,2,0,0,2,klebsiella_pneumoniae,Susceptible
ERR486770,0,1,0,1,0,klebsiella_pneumoniae,Resistant
ERR486776,96,7,6,1,0,klebsiella_pneumoniae,Resistant
ERR486781,64,8,8,0,0,klebsiella_pneumoniae,Resistant
ERR502238,65,33,0,10,23,neisseria_gonorrhoeae,Intermediate
ERR502239,73,33,0,1,32,neisseria_gonorrhoeae,Susceptible
ERR775490,99,4,4,0,0,klebsiella_pneumoniae,Resistant
ERR775502,96,8,8,0,0,klebsiella_pneumoniae,Resistant
ERR775515,6,1,0,0,1,klebsiella_pneumoniae,Resistant
ERR775530,96,7,7,0,0,klebsiella_pneumoniae,Resistant
ERR775544,4,1,0,1,0,klebsiella_pneumoniae,Intermediate
ERR775546,96,10,10,0,0,klebsiella_pneumoniae,Resistant
ERR775609,96,10,10,0,0,klebsiella_pneumoniae,Resistant
ERR775620,97,1,1,0,0,klebsiella_pneumoniae,Resistant
ERR775629,107,13,13,0,0,klebsiella_pneumoniae,Resistant
ERR775633,5,1,1,0,0,klebsiella_pneumoniae,Susceptible
ERR775640,88,30,12,15,3,klebsiella_pneumoniae,Susceptible
ERR775666,4,1,1,0,0,klebsiella_pneumoniae,Susceptible
ERR775674,64,7,7,0,0,klebsiella_pneumoniae,Resistant
ERR976912,77,22,3,0,19,neisseria_gonorrhoeae,Susceptible
ERR976915,77,8,2,0,6,neisseria_gonorrhoeae,Resistant
ERR976961,78,7,2,3,2,neisseria_gonorrhoeae,Resistant
ERR976965,77,8,3,2,3,neisseria_gonorrhoeae,Resistant
SRR073419,189,9,9,0,0,staphylococcus_aureus,Resistant
SRR10037257,32,3,0,0,3,pseudomonas_aeruginosa,Resistant
SRR10037261,32,2,0,0,2,pseudomonas_aeruginosa,Resistant
SRR10037264,32,9,0,0,9,pseudomonas_aeruginosa,Susceptible
SRR10037275,32,11,0,1,10,pseudomonas_aeruginosa,Susceptible
SRR10037276,32,9,0,0,9,pseudomonas_aeruginosa,Susceptible
SRR1010905,0,2,0,1,1,klebsiella_pneumoniae,Resistant
SRR1010917,64,17,9,6,2,klebsiella_pneumoniae,Susceptible
SRR1010923,3,1,0,0,1,klebsiella_pneumoniae,Susceptible
SRR1010931,0,6,0,1,5,klebsiella_pneumoniae,Susceptible
SRR1010941,0,6,0,4,2,klebsiella_pneumoniae,Intermediate
SRR11288321,34,15,0,0,15,pseudomonas_aeruginosa,Susceptible
SRR11288322,27,7,0,0,7,pseudomonas_aeruginosa,Susceptible
SRR11288323,26,12,0,0,12,pseudomonas_aeruginosa,Susceptible
SRR11288325,25,5,0,0,5,pseudomonas_aeruginosa,Susceptible
SRR11288326,25,11,0,0,11,pseudomonas_aeruginosa,Susceptible
SRR11288327,26,13,0,0,13,pseudomonas_aeruginosa,Susceptible
SRR11288328,25,13,0,0,13,pseudomonas_aeruginosa,Susceptible
SRR1166945,0,1,0,0,1,klebsiella_pneumoniae,Resistant
SRR1166954,0,8,0,6,2,klebsiella_pneumoniae,Intermediate
SRR1167000,3,1,1,0,0,klebsiella_pneumoniae,Susceptible
SRR1167015,3,1,1,0,0,klebsiella_pneumoniae,Resistant
SRR1167023,3,1,0,1,0,klebsiella_pneumoniae,Intermediate
SRR1167026,0,6,0,5,1,klebsiella_pneumoniae,Intermediate
SRR1173075,15,2,2,0,0,escherichia_coli,Resistant
SRR1173096,0,3,0,1,2,escherichia_coli,Susceptible
SRR1180880,5,2,0,0,2,escherichia_coli,Susceptible
SRR1181001,177,6,5,0,1,escherichia_coli,Resistant
SRR1181064,5,1,0,0,1,escherichia_coli,Susceptible
SRR1187708,63,11,4,0,7,escherichia_coli,Susceptible
SRR1187763,0,5,0,0,5,escherichia_coli,Susceptible
SRR1187772,50,10,5,2,3,escherichia_coli,Susceptible
SRR1187780,0,4,0,0,4,escherichia_coli,Susceptible
SRR1187782,14,2,0,0,2,escherichia_coli,Susceptible
SRR1187783,0,5,0,0,5,escherichia_coli,Susceptible
SRR1187784,61,1,0,0,1,escherichia_coli,Resistant
SRR1187798,0,6,0,0,6,klebsiella_pneumoniae,Susceptible
SRR1187803,13,2,0,0,2,escherichia_coli,Susceptible
SRR1187805,63,18,5,0,13,escherichia_coli,Susceptible
SRR1187810,137,15,15,0,0,escherichia_coli,Resistant
SRR1187813,3,1,0,1,0,klebsiella_pneumoniae,Intermediate
SRR1187819,5,1,0,0,1,escherichia_coli,Susceptible
SRR1187823,0,4,0,3,1,klebsiella_pneumoniae,Intermediate
SRR1187824,25,2,0,0,2,escherichia_coli,Susceptible
SRR1187826,95,7,6,0,1,escherichia_coli,Resistant
SRR1187834,10,1,1,0,0,escherichia_coli,Resistant
SRR1187838,0,4,0,0,4,escherichia_coli,Susceptible
SRR1187841,0,1,0,0,1,escherichia_coli,Susceptible
SRR1187842,0,3,0,0,3,escherichia_coli,Susceptible
SRR1187848,177,11,10,0,1,escherichia_coli,Resistant
SRR1200757,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1200764,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1203014,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1203017,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1203019,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1203034,0,7,0,0,7,salmonella_enterica,Susceptible
SRR1204041,0,4,0,0,4,klebsiella_pneumoniae,Susceptible
SRR1204059,23,1,0,1,0,escherichia_coli,Susceptible
SRR1220739,257,24,23,0,1,salmonella_enterica,Resistant
SRR1257279,86,10,9,0,1,salmonella_enterica,Resistant
SRR1299268,258,31,31,0,0,salmonella_enterica,Resistant
SRR1299286,0,1,0,0,1,salmonella_enterica,Susceptible
SRR1299423,0,5,0,0,5,salmonella_enterica,Susceptible
SRR1300555,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1300653,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1300663,86,10,7,0,3,salmonella_enterica,Resistant
SRR1300722,86,10,7,0,3,salmonella_enterica,Resistant
SRR1363285,0,5,0,0,5,salmonella_enterica,Susceptible
SRR1427238,0,4,0,4,0,klebsiella_pneumoniae,Intermediate
SRR15053978,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15053985,2,2,0,0,2,campylobacter_jejuni,Susceptible
SRR15053992,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054010,52,6,1,0,5,campylobacter_jejuni,Susceptible
SRR15054011,4,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054013,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054024,3,3,1,0,2,campylobacter_jejuni,Susceptible
SRR15054034,4,2,0,0,2,campylobacter_jejuni,Susceptible
SRR15054040,31,10,1,0,9,campylobacter_jejuni,Susceptible
SRR15054041,4,5,0,0,5,campylobacter_jejuni,Susceptible
SRR15054046,4,3,1,0,2,campylobacter_jejuni,Susceptible
SRR15054049,3,2,0,0,2,campylobacter_jejuni,Susceptible
SRR15054055,4,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054059,3,2,0,0,2,campylobacter_jejuni,Susceptible
SRR15054062,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054063,3,2,0,0,2,campylobacter_jejuni,Susceptible
SRR15054065,4,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054069,2,2,1,0,1,campylobacter_jejuni,Susceptible
SRR15054071,2,2,0,0,2,campylobacter_jejuni,Susceptible
SRR15054073,2,1,1,0,0,campylobacter_jejuni,Susceptible
SRR15054075,285,94,43,0,51,campylobacter_jejuni,Susceptible
SRR15054079,2,1,1,0,0,campylobacter_jejuni,Susceptible
SRR15054080,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054082,3,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054088,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR15054094,1,1,1,0,0,campylobacter_jejuni,Susceptible
SRR15054108,2,1,0,0,1,campylobacter_jejuni,Susceptible
SRR1514719,0,5,0,0,5,salmonella_enterica,Susceptible
SRR1525265,0,1,0,0,1,salmonella_enterica,Resistant
SRR1528486,258,29,29,0,0,salmonella_enterica,Resistant
SRR1544238,86,10,6,0,4,salmonella_enterica,Resistant
SRR1544306,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1544319,86,10,9,0,1,salmonella_enterica,Resistant
SRR1553769,258,27,27,0,0,salmonella_enterica,Resistant
SRR1553846,258,26,26,0,0,salmonella_enterica,Resistant
SRR1556116,0,1,0,0,1,salmonella_enterica,Susceptible
SRR1556980,0,1,0,0,1,salmonella_enterica,Susceptible
SRR1556982,0,5,0,0,5,salmonella_enterica,Susceptible
SRR1562598,258,26,26,0,0,salmonella_enterica,Resistant
SRR1574320,258,30,30,0,0,salmonella_enterica,Resistant
SRR1582177,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1583119,0,4,0,0,4,salmonella_enterica,Susceptible
SRR1609691,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1637058,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1637072,57,18,6,5,7,salmonella_enterica,Susceptible
SRR1646548,86,11,7,0,4,salmonella_enterica,Resistant
SRR1646948,0,6,0,0,6,salmonella_enterica,Susceptible
SRR1658086,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1661154,69,2,0,0,2,neisseria_gonorrhoeae,Resistant
SRR1661157,60,4,1,0,3,neisseria_gonorrhoeae,Resistant
SRR1661158,70,4,0,2,2,neisseria_gonorrhoeae,Resistant
SRR1661162,68,23,1,2,20,neisseria_gonorrhoeae,Susceptible
SRR1661165,66,7,1,1,5,neisseria_gonorrhoeae,Resistant
SRR1661166,74,7,3,3,1,neisseria_gonorrhoeae,Resistant
SRR1661171,69,24,0,4,20,neisseria_gonorrhoeae,Susceptible
SRR1661173,61,6,3,1,2,neisseria_gonorrhoeae,Resistant
SRR1661177,102,45,6,3,36,neisseria_gonorrhoeae,Susceptible
SRR1661178,61,22,1,1,20,neisseria_gonorrhoeae,Susceptible
SRR1661180,73,26,0,4,22,neisseria_gonorrhoeae,Susceptible
SRR1661181,68,1,0,0,1,neisseria_gonorrhoeae,Resistant
SRR1661185,102,7,2,0,5,neisseria_gonorrhoeae,Resistant
SRR1661186,95,57,5,36,16,neisseria_gonorrhoeae,Intermediate
SRR1661188,99,10,2,1,7,neisseria_gonorrhoeae,Resistant
SRR1661191,98,8,4,0,4,neisseria_gonorrhoeae,Resistant
SRR1661192,99,6,3,0,3,neisseria_gonorrhoeae,Resistant
SRR1661195,65,3,1,1,1,neisseria_gonorrhoeae,Resistant
SRR1661210,64,5,2,0,3,neisseria_gonorrhoeae,Resistant
SRR1661212,63,5,2,0,3,neisseria_gonorrhoeae,Resistant
SRR1661213,63,5,2,1,2,neisseria_gonorrhoeae,Resistant
SRR1661216,63,6,4,0,2,neisseria_gonorrhoeae,Resistant
SRR1661217,61,9,5,0,4,neisseria_gonorrhoeae,Resistant
SRR1661219,70,19,0,2,17,neisseria_gonorrhoeae,Susceptible
SRR1661224,95,56,1,24,31,neisseria_gonorrhoeae,Intermediate
SRR1661225,96,45,3,16,26,neisseria_gonorrhoeae,Intermediate
SRR1661230,62,8,5,1,2,neisseria_gonorrhoeae,Resistant
SRR1661234,64,28,1,0,27,neisseria_gonorrhoeae,Susceptible
SRR1661236,71,28,0,4,24,neisseria_gonorrhoeae,Susceptible
SRR1661238,64,19,0,1,18,neisseria_gonorrhoeae,Susceptible
SRR1661239,64,23,0,0,23,neisseria_gonorrhoeae,Susceptible
SRR1661240,66,23,0,1,22,neisseria_gonorrhoeae,Susceptible
SRR1661241,64,32,1,0,31,neisseria_gonorrhoeae,Susceptible
SRR1661245,63,5,3,0,2,neisseria_gonorrhoeae,Resistant
SRR1661248,63,8,3,1,4,neisseria_gonorrhoeae,Resistant
SRR1661251,63,12,3,3,6,neisseria_gonorrhoeae,Resistant
SRR1661253,62,4,3,0,1,neisseria_gonorrhoeae,Resistant
SRR1661254,64,35,5,20,10,neisseria_gonorrhoeae,Intermediate
SRR1661256,65,22,0,0,22,neisseria_gonorrhoeae,Susceptible
SRR1661257,69,34,0,4,30,neisseria_gonorrhoeae,Susceptible
SRR1661260,73,26,1,3,22,neisseria_gonorrhoeae,Susceptible
SRR1661262,62,2,1,1,0,neisseria_gonorrhoeae,Resistant
SRR1661265,100,6,2,1,3,neisseria_gonorrhoeae,Resistant
SRR1661266,74,45,0,14,31,neisseria_gonorrhoeae,Intermediate
SRR1661276,63,6,3,0,3,neisseria_gonorrhoeae,Resistant
SRR1661279,63,4,3,0,1,neisseria_gonorrhoeae,Resistant
SRR1661283,61,36,7,18,11,neisseria_gonorrhoeae,Intermediate
SRR1661284,63,12,6,1,5,neisseria_gonorrhoeae,Resistant
SRR1661285,65,19,0,0,19,neisseria_gonorrhoeae,Susceptible
SRR1661286,64,15,0,0,15,neisseria_gonorrhoeae,Susceptible
SRR1661287,64,26,0,1,25,neisseria_gonorrhoeae,Susceptible
SRR1661288,64,30,0,0,30,neisseria_gonorrhoeae,Susceptible
SRR1661301,63,6,3,0,3,neisseria_gonorrhoeae,Resistant
SRR1661304,63,6,5,0,1,neisseria_gonorrhoeae,Resistant
SRR1661317,66,31,2,12,17,neisseria_gonorrhoeae,Intermediate
SRR1661319,71,42,0,20,22,neisseria_gonorrhoeae,Intermediate
SRR1661320,68,35,1,18,16,neisseria_gonorrhoeae,Intermediate
SRR1661324,73,25,0,2,23,neisseria_gonorrhoeae,Susceptible
SRR1661328,103,11,3,1,7,neisseria_gonorrhoeae,Resistant
SRR1661330,83,8,3,1,4,neisseria_gonorrhoeae,Resistant
SRR1664211,258,20,20,0,0,salmonella_enterica,Resistant
SRR1695774,0,1,0,0,1,salmonella_enterica,Susceptible
SRR1713636,0,6,0,0,6,salmonella_enterica,Susceptible
SRR1763808,259,27,27,0,0,salmonella_enterica,Resistant
SRR1763828,9,1,1,0,0,salmonella_enterica,Susceptible
SRR1767753,4,1,0,0,1,salmonella_enterica,Susceptible
SRR1767784,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1767789,2,1,0,0,1,salmonella_enterica,Susceptible
SRR1773836,0,1,0,0,1,salmonella_enterica,Susceptible
SRR1777672,95,3,2,0,1,salmonella_enterica,Resistant
SRR1777683,89,10,9,0,1,salmonella_enterica,Resistant
SRR1778032,0,5,0,0,5,salmonella_enterica,Susceptible
SRR1783173,258,32,32,0,0,salmonella_enterica,Resistant
SRR1783182,0,1,0,0,1,salmonella_enterica,Susceptible
SRR1783212,259,24,24,0,0,salmonella_enterica,Resistant
SRR1783221,64,20,3,14,3,salmonella_enterica,Intermediate
SRR1783224,86,5,4,0,1,salmonella_enterica,Resistant
SRR1791386,101,8,8,0,0,salmonella_enterica,Resistant
SRR1793262,259,27,27,0,0,salmonella_enterica,Resistant
SRR1793263,247,23,23,0,0,salmonella_enterica,Resistant
SRR1793268,9,2,0,0,2,salmonella_enterica,Susceptible
SRR1805624,258,36,36,0,0,salmonella_enterica,Resistant
SRR1812825,258,36,36,0,0,salmonella_enterica,Resistant
SRR1813435,258,22,22,0,0,salmonella_enterica,Resistant
SRR1819800,67,12,2,9,1,acinetobacter_baumannii,Intermediate
SRR1820097,0,7,0,0,7,salmonella_enterica,Susceptible
SRR1849399,259,32,32,0,0,salmonella_enterica,Resistant
SRR1908939,258,25,25,0,0,salmonella_enterica,Resistant
SRR1923642,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1946913,0,3,0,0,3,salmonella_enterica,Susceptible
SRR1946947,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1951852,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1951877,27,3,3,0,0,salmonella_enterica,Resistant
SRR1973720,258,24,24,0,0,salmonella_enterica,Resistant
SRR1973721,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1980610,25,1,1,0,0,salmonella_enterica,Resistant
SRR1982193,0,2,0,0,2,salmonella_enterica,Susceptible
SRR1998972,25,3,3,0,0,salmonella_enterica,Resistant
SRR2002479,258,21,21,0,0,salmonella_enterica,Resistant
SRR2005891,0,5,0,0,5,salmonella_enterica,Susceptible
SRR2017874,0,5,0,0,5,salmonella_enterica,Susceptible
SRR2033920,258,28,28,0,0,salmonella_enterica,Resistant
SRR2072210,7,4,0,0,4,streptococcus_pneumoniae,Susceptible
SRR2072211,9,1,0,0,1,streptococcus_pneumoniae,Susceptible
SRR2072213,117,12,10,2,0,streptococcus_pneumoniae,Resistant
SRR2072216,103,8,7,0,1,streptococcus_pneumoniae,Resistant
SRR2072224,14,4,0,0,4,streptococcus_pneumoniae,Susceptible
SRR2072227,6,4,0,0,4,streptococcus_pneumoniae,Susceptible
SRR2072228,13,1,0,0,1,streptococcus_pneumoniae,Susceptible
SRR2072232,103,16,15,1,0,streptococcus_pneumoniae,Resistant
SRR2072233,102,7,7,0,0,streptococcus_pneumoniae,Resistant
SRR2072235,10,4,0,0,4,streptococcus_pneumoniae,Susceptible
SRR2072239,7,2,0,0,2,streptococcus_pneumoniae,Susceptible
SRR2072240,8,1,0,0,1,streptococcus_pneumoniae,Susceptible
SRR2072242,10,3,0,0,3,streptococcus_pneumoniae,Susceptible
SRR2072243,103,14,12,0,2,streptococcus_pneumoniae,Resistant
SRR2072246,115,10,10,0,0,streptococcus_pneumoniae,Resistant
SRR2072248,7,4,0,0,4,streptococcus_pneumoniae,Susceptible
SRR2072250,6,5,0,0,5,streptococcus_pneumoniae,Susceptible
SRR2072251,115,12,9,3,0,streptococcus_pneumoniae,Resistant
SRR2072253,104,13,12,0,1,streptococcus_pneumoniae,Resistant
SRR2072254,20,3,0,0,3,streptococcus_pneumoniae,Susceptible
SRR2072265,8,1,0,0,1,streptococcus_pneumoniae,Susceptible
SRR2072272,103,9,9,0,0,streptococcus_pneumoniae,Resistant
SRR2072274,8,5,0,0,5,streptococcus_pneumoniae,Susceptible
SRR2072286,103,12,11,0,1,streptococcus_pneumoniae,Resistant
SRR2072287,103,12,12,0,0,streptococcus_pneumoniae,Resistant
SRR2072288,8,3,0,0,3,streptococcus_pneumoniae,Susceptible
SRR2072290,117,10,9,0,1,streptococcus_pneumoniae,Resistant
SRR2072292,6,2,0,0,2,streptococcus_pneumoniae,Susceptible
SRR2072296,7,3,0,0,3,streptococcus_pneumoniae,Susceptible
SRR2072303,8,3,0,0,3,streptococcus_pneumoniae,Susceptible
SRR2072308,115,10,9,1,0,streptococcus_pneumoniae,Resistant
SRR2072312,104,10,9,0,1,streptococcus_pneumoniae,Resistant
